"timeslice","mycount"
"2013-09-18 12:45:00",1
"2013-09-18 13:00:00",4
"2013-09-18 13:15:00",8
"2013-09-18 13:30:00",2
"2013-09-18 13:45:00",2
"2013-09-18 14:00:00",2
"2013-09-18 14:15:00",1
"2013-09-18 14:30:00",6
"2013-09-18 14:45:00",16
"2013-09-18 15:00:00",4
"2013-09-18 15:15:00",10
"2013-09-18 15:30:00",12
"2013-09-18 15:45:00",1
"2013-09-18 16:00:00",2
"2013-09-18 16:15:00",2
"2013-09-18 16:45:00",1
"2013-09-18 17:15:00",1
"2013-09-18 17:45:00",3
"2013-09-18 18:00:00",10
"2013-09-18 18:15:00",1
"2013-09-18 18:30:00",2
"2013-09-18 18:45:00",13
"2013-09-18 19:00:00",17
"2013-09-18 19:15:00",3
"2013-09-18 19:45:00",3
"2013-09-18 20:00:00",12
"2013-09-18 20:15:00",1
"2013-09-18 20:45:00",7
"2013-09-18 21:00:00",10
"2013-09-18 21:15:00",6
"2013-09-18 21:30:00",7
"2013-09-18 21:45:00",21
"2013-09-18 22:00:00",13
"2013-09-18 22:15:00",17
"2013-09-18 22:30:00",12
"2013-09-18 22:45:00",5
"2013-09-18 23:15:00",9
"2013-09-18 23:30:00",7
"2013-09-18 23:45:00",10
"2013-09-19 00:00:00",8
"2013-09-19 00:15:00",12
"2013-09-19 00:30:00",3
"2013-09-19 00:45:00",1
"2013-09-19 01:15:00",5
"2013-09-19 01:30:00",2
"2013-09-19 02:00:00",8
"2013-09-19 02:15:00",1
"2013-09-19 02:45:00",1
"2013-09-19 03:45:00",1
"2013-09-19 04:00:00",2
"2013-09-19 04:15:00",3
"2013-09-19 04:45:00",1
"2013-09-19 05:00:00",11
"2013-09-19 05:15:00",1
"2013-09-19 05:30:00",2
"2013-09-19 05:45:00",1
"2013-09-19 07:15:00",1
"2013-09-19 07:45:00",2
"2013-09-19 12:30:00",2
"2013-09-19 12:45:00",2
"2013-09-19 13:00:00",1
"2013-09-19 13:30:00",11
"2013-09-19 13:45:00",2
"2013-09-19 14:00:00",1
"2013-09-19 14:15:00",2
"2013-09-19 14:30:00",9
"2013-09-19 14:45:00",2
"2013-09-19 15:00:00",2
"2013-09-19 15:15:00",6
"2013-09-19 15:30:00",3
"2013-09-19 15:45:00",6
"2013-09-19 16:00:00",1
"2013-09-19 16:15:00",2
"2013-09-19 16:30:00",1
"2013-09-19 16:45:00",7
"2013-09-19 17:00:00",6
"2013-09-19 17:15:00",5
"2013-09-19 17:30:00",7
"2013-09-19 17:45:00",2
"2013-09-19 18:00:00",1
"2013-09-19 18:15:00",2
"2013-09-19 18:30:00",8
"2013-09-19 18:45:00",14
"2013-09-19 19:00:00",11
"2013-09-19 19:15:00",4
"2013-09-19 19:30:00",4
"2013-09-19 19:45:00",7
"2013-09-19 20:00:00",5
"2013-09-19 20:15:00",5
"2013-09-19 20:45:00",3
"2013-09-19 21:00:00",2
"2013-09-19 21:30:00",1
"2013-09-19 21:45:00",5
"2013-09-19 22:00:00",2
"2013-09-19 22:15:00",1
"2013-09-19 22:30:00",7
"2013-09-19 22:45:00",10
"2013-09-19 23:00:00",3
"2013-09-20 00:00:00",6
"2013-09-20 00:15:00",5
"2013-09-20 01:00:00",1
"2013-09-20 01:15:00",1
"2013-09-20 02:00:00",5
"2013-09-20 03:30:00",2
"2013-09-20 04:00:00",1
"2013-09-20 04:45:00",1
"2013-09-20 05:15:00",2
"2013-09-20 05:30:00",1
"2013-09-20 06:00:00",1
"2013-09-20 06:15:00",1
"2013-09-20 06:45:00",1
"2013-09-20 07:00:00",1
"2013-09-20 12:30:00",1
"2013-09-20 13:15:00",3
"2013-09-20 13:30:00",3
"2013-09-20 13:45:00",5
"2013-09-20 14:00:00",3
"2013-09-20 14:15:00",1
"2013-09-20 14:45:00",1
"2013-09-20 15:00:00",1
"2013-09-20 15:15:00",5
"2013-09-20 15:45:00",8
"2013-09-20 16:00:00",1
"2013-09-20 16:15:00",3
"2013-09-20 17:00:00",6
"2013-09-20 17:15:00",2
"2013-09-20 17:30:00",1
"2013-09-20 17:45:00",6
"2013-09-20 18:00:00",14
"2013-09-20 18:15:00",5
"2013-09-20 18:30:00",1
"2013-09-20 19:00:00",1
"2013-09-20 19:15:00",1
"2013-09-20 19:30:00",1
"2013-09-20 19:45:00",4
"2013-09-20 20:00:00",4
"2013-09-20 21:15:00",1
"2013-09-20 21:30:00",2
"2013-09-20 21:45:00",2
"2013-09-20 22:00:00",1
"2013-09-20 22:15:00",6
"2013-09-20 22:30:00",15
"2013-09-20 22:45:00",11
"2013-09-20 23:00:00",4
